"country","mim20kc","mim45kc","mom45kc","mum20kc","mum45kc"
"Ecuador",41.2257560761667,106.778970378529,167.355690508329,49.5660055834089,133.879631803713
"French Guiana",28.9379973244254,70.7074144735725,90.8835040546255,32.7126845852511,81.7118009192882
"Guatemala",83.7660277289123,207.97779691528,303.108686075004,100.39203919926,260.130582987127
"Guyana",74.4298986666553,118.621213580348,185.63823352294,90.0279603466802,148.0109075601
"Honduras",72.4830663976909,180.732283254805,288.380941295547,99.4195787895752,243.404049618326
"Haiti",134.731097190314,257.584564699217,414.959388330546,187.136503964577,348.764174034629
"Jamaica",33.2045326674702,62.4854153480962,90.9028340268574,38.2532306843981,73.5691121621333
"Mexico",36.90177455346,85.2824398529865,121.353997568107,41.7977215669486,99.8058216039529
"Nicaragua",50.6196911147314,145.201362385012,220.194986678846,59.5479855950426,181.058143825507
"Panama",40.4429404222806,72.9618355490669,118.732388147438,50.7006457478866,92.4033914764036
"Peru",49.3947483479717,160.751052922902,242.409687488314,60.7431076867794,210.195263977639
"Puerto Rico",12.9188725994705,25.9657508680476,44.2062290781316,14.5766491096777,30.6014962918383
"Paraguay",52.0154548179202,109.784936628351,167.713842022,60.104238078288,131.005930688254
"Suriname",53.2720057625538,106.945515356762,143.02549318309,58.4178890138914,120.616052533671
"El Salvador",43.4322422055991,115.362621533372,187.195691667719,49.6744795501832,142.731518865762
"Trinidad and Tobago",49.2070198525931,66.2579782349882,93.2703001509196,54.9833533719151,75.1726509651649
"Uruguay",21.5661221873104,44.3295559955848,63.5520750924267,25.0208611155772,51.6771570522075
"Venezuela",35.326014859378,65.1482417770508,111.408617079626,40.7876018587895,76.7097075934493
