"iso","year","region","source","survey","model","year_real","measure","ages"
"CHL",2016,"South & Latin America","Indirect",11.1086825,28.5426704669045,NA,"mIM","45-49"
"CHN",2016,"Asia & Pacific","Indirect",13.73367687,71.9115209747548,NA,"mIM","45-49"
"CIV",2011,"Africa","DHS ",305.2473,367.88701334338,"2011-12","mIM","45-49"
"CMR",2011,"Africa","DHS ",302.5821,388.95105583565,NA,"mIM","45-49"
"COD",2013,"Africa","DHS ",332.3238,442.189380945878,"2013-14","mIM","45-49"
"COG",2011,"Africa","DHS ",214.7841,233.918992905536,"2011-12","mIM","45-49"
"COL",2015,"South & Latin America","DHS ",55.67939,63.0932851564435,"2015-16","mIM","45-49"
"COM",2012,"Arab states","DHS ",190.1632,348.095491790495,NA,"mIM","45-49"
"CPV",2018,"COUNTRIES EXCLUDED (islands/very small territories/populations)",NA,NA,124.928167132685,NA,"mIM","45-49"
"CRI",2016,"South & Latin America","Indirect",13.73343275,37.0463787893736,NA,"mIM","45-49"
"CUB",2014,"South & Latin America","MICS",7.171287285,17.468267932445,NA,"mIM","45-49"
"CYP",2016,"Europe","Indirect",2.823476355,18.5912775018589,NA,"mIM","45-49"
"CZE",2016,"Europe","Indirect",4.234527964,14.2288835185928,NA,"mIM","45-49"
"DEU",2016,"Europe","Indirect",5.083194825,7.56332202644887,NA,"mIM","45-49"
"DJI",2016,"Arab states","Indirect",110.1998034,255.912833910155,NA,"mIM","45-49"
"DNK",2016,"Europe","Indirect",6.43483432,10.350677360429,NA,"mIM","45-49"
"DOM",2013,"South & Latin America","DHS ",145.8886,151.328163208567,NA,"mIM","45-49"
"DZA",2012,"Arab states","MICS",64.43512737,161.435251314962,"2012-13","mIM","45-49"
"ECU",2016,"South & Latin America","Indirect",31.13868834,106.7251389223,NA,"mIM","45-49"
"EGY",2014,"Arab states","DHS ",156.2391,207.595054858989,NA,"mIM","45-49"
"ERI",2016,"Africa","Indirect",129.7864452,297.119622023957,NA,"mIM","45-49"
"ESH",2018,"COUNTRIES EXCLUDED (islands/very small territories/populations)",NA,NA,173.026620906535,NA,"mIM","45-49"
"ESP",2016,"Europe","Indirect",3.61633835,7.10397775416587,NA,"mIM","45-49"
"EST",2016,"Europe","Indirect",3.677460021,23.8172369319595,NA,"mIM","45-49"
"ETH",2016,"Africa","DHS ",374.3942,378.169977993803,NA,"mIM","45-49"
"FIN",2016,"Europe","Indirect",2.510854265,7.53878843435862,NA,"mIM","45-49"
"FJI",2018,"COUNTRIES EXCLUDED (islands/very small territories/populations)",NA,NA,66.167346234625,NA,"mIM","45-49"
"FRA",2016,"Europe","Indirect",6.517789281,10.5450337461413,NA,"mIM","45-49"
"FSM",2018,"COUNTRIES EXCLUDED (islands/very small territories/populations)",NA,NA,159.042674346734,NA,"mIM","45-49"
"GAB",2012,"Africa","DHS ",195.8688,262.118087417368,NA,"mIM","45-49"
"GBR",2016,"Europe","Indirect",6.613317976,11.7014773346114,NA,"mIM","45-49"
"GEO",2016,"Europe","Indirect",18.64663338,70.2730823263053,NA,"mIM","45-49"
"GHA",2014,"Africa","DHS ",245.3924,271.231554120955,NA,"mIM","45-49"
"GIN",2012,"Africa","DHS ",374.0603,465.320189491047,NA,"mIM","45-49"
"GLP",2018,"COUNTRIES EXCLUDED (islands/very small territories/populations)",NA,NA,24.0214476140748,NA,"mIM","45-49"
"GMB",2013,"Africa","DHS ",239.8998,327.697827355692,NA,"mIM","45-49"
"GNB",2016,"Africa","Indirect",262.0709021,412.273569663903,NA,"mIM","45-49"
"GNQ",2016,"Africa","Indirect",274.7451389,380.793145774105,NA,"mIM","45-49"
"GRC",2016,"Europe","Indirect",5.240210854,11.3804908910472,NA,"mIM","45-49"
"GRD",2018,"COUNTRIES EXCLUDED (islands/very small territories/populations)",NA,NA,41.6087801142889,NA,"mIM","45-49"
"GTM",2014,"South & Latin America","DHS ",191.3422,221.780353473927,"2014-15","mIM","45-49"
"GUF",2016,"South & Latin America","Indirect",87.83484947,72.0398941391552,NA,"mIM","45-49"
"GUM",2018,"COUNTRIES EXCLUDED (islands/very small territories/populations)",NA,NA,52.5701483386575,NA,"mIM","45-49"
"GUY",2014,"South & Latin America","MICS",75.47673505,119.652089176688,NA,"mIM","45-49"
"HKG",2016,"Asia & Pacific","Indirect",1.679764712,3.78799503809707,NA,"mIM","45-49"
"HND",2012,"South & Latin America","DHS ",143.6642,188.269359529752,NA,"mIM","45-49"
"HRV",2016,"Europe","Indirect",5.816983278,16.0645536356942,NA,"mIM","45-49"
"HTI",2016,"South & Latin America","DHS ",267.7799,266.554288715525,"2016-17","mIM","45-49"
"HUN",2016,"Europe","Indirect",6.266180001,21.1851152376034,NA,"mIM","45-49"
"IDN",2017,"Asia & Pacific","DHS ",127.524,120.109766180987,NA,"mIM","45-49"
"IND",2015,"Asia & Pacific","DHS ",140.1704,240.768852940257,NA,"mIM","45-49"
"IRL",2016,"Europe","Indirect",5.784492045,12.218740275695,NA,"mIM","45-49"
"IRN",2016,"Asia & Pacific","Indirect",21.98095294,106.124707111091,NA,"mIM","45-49"
"IRQ",2011,"Arab states","MICS",154.1193325,194.6706006387,NA,"mIM","45-49"
"ISL",2016,"Europe","Indirect",2.782351643,8.75067450108401,NA,"mIM","45-49"
"ISR",2016,"Europe","Indirect",9.609505272,22.819348745863,NA,"mIM","45-49"
"ITA",2016,"Europe","Indirect",3.750212947,7.70791645608495,NA,"mIM","45-49"
"JAM",2016,"South & Latin America","Indirect",26.34220772,58.6185703333901,NA,"mIM","45-49"
"JOR",2017,"Arab states","DHS ",50.7683,110.093142591481,NA,"mIM","45-49"
"JPN",2016,"Asia & Pacific","Indirect",2.734855946,5.14727444742642,NA,"mIM","45-49"
"KAZ",2015,"Asia & Pacific","MICS",27.70820144,110.100294085787,NA,"mIM","45-49"
"KEN",2014,"Africa","DHS ",185.2551,263.826481077202,NA,"mIM","45-49"
"KGZ",2012,"Asia & Pacific","DHS ",112.3191,202.007795939615,NA,"mIM","45-49"
"KHM",2014,"Asia & Pacific","DHS ",242.2423,282.683842013446,NA,"mIM","45-49"
"KIR",2018,"COUNTRIES EXCLUDED (islands/very small territories/populations)",NA,NA,217.86512159567,NA,"mIM","45-49"
"KOR",2016,"Asia & Pacific","Indirect",3.392162954,14.8168204014484,NA,"mIM","45-49"
"KWT",2016,"Arab states","Indirect",14.50611701,35.5624981664296,NA,"mIM","45-49"
"LAO",2017,"Asia & Pacific","MICS",103.2505642,294.07297989411,NA,"mIM","45-49"
"LBN",2016,"Arab states","Indirect",16.16448909,59.0015605903919,NA,"mIM","45-49"
"LBR",2013,"Africa","DHS ",462.7812,472.666135120904,NA,"mIM","45-49"
"LBY",2016,"Arab states","Indirect ",24.90767074,86.0034721268541,NA,"mIM","45-49"
"LCA",2018,"COUNTRIES EXCLUDED (islands/very small territories/populations)",NA,NA,42.5207625820355,NA,"mIM","45-49"
"LKA",2016,"Asia & Pacific","Indirect",15.92452948,38.5770094292917,NA,"mIM","45-49"
"LSO",2014,"Africa","DHS ",209.9002,153.542676755717,NA,"mIM","45-49"
"LTU",2016,"Europe","Indirect",6.413577448,21.281397755518,NA,"mIM","45-49"
"LUX",2018,"COUNTRIES EXCLUDED (islands/very small territories/populations)",NA,NA,9.03280262391882,NA,"mIM","45-49"
"LVA",2016,"Europe","Indirect",6.776204488,23.2369227920696,NA,"mIM","45-49"
"MAC",2018,"COUNTRIES EXCLUDED (islands/very small territories/populations)",NA,NA,5.78209642918854,NA,"mIM","45-49"
"MDA",2012,"Europe","MICS",18.02461067,58.7055904407566,NA,"mIM","45-49"
"MDG",2018,"Africa","MICS",109.8867031,297.074832374903,NA,"mIM","45-49"
"MDV",2016,"Asia & Pacific","DHS ",107.6635,202.637835042433,NA,"mIM","45-49"
"MEX",2015,"South & Latin America","MICS",27.97578501,89.0362839772809,NA,"mIM","45-49"
"MKD",2016,"Europe","Indirect",16.02022532,53.1807183419104,NA,"mIM","45-49"
"MLI",2012,"Africa","DHS ",247.5077,492.403241848068,"2012-13","mIM","45-49"
"MLT",2018,"COUNTRIES EXCLUDED (islands/very small territories/populations)",NA,NA,11.883575411111,NA,"mIM","45-49"
"MMR",2015,"Asia & Pacific","DHS ",183.9969,168.188371914316,"2015-16","mIM","45-49"
"MNE",2013,"Europe","MICS",7.307675208,35.8312133851607,NA,"mIM","45-49"
"MNG",2013,"Asia & Pacific","MICS",60.87162066,199.568646655514,"2013-14","mIM","45-49"
"MOZ",2011,"Africa","DHS ",325.1347,415.997847795316,NA,"mIM","45-49"
"MRT",2015,"Arab states","MICS",239.1833222,305.585910013696,NA,"mIM","45-49"
"MTQ",2018,"COUNTRIES EXCLUDED (islands/very small territories/populations)",NA,NA,21.6432080344153,NA,"mIM","45-49"
"MUS",2018,"COUNTRIES EXCLUDED (islands/very small territories/populations)",NA,NA,34.892544769726,NA,"mIM","45-49"
"MWI",2015,"Africa","DHS ",336.739,364.519129627567,"2015-16","mIM","45-49"
"MYS",2016,"Asia & Pacific","Indirect",12.42480134,32.4453610471112,NA,"mIM","45-49"
"MYT",2018,"COUNTRIES EXCLUDED (islands/very small territories/populations)",NA,NA,52.8712233130804,NA,"mIM","45-49"
"NAM",2013,"Africa","DHS ",130.7128,154.10927580471,NA,"mIM","45-49"
"NCL",2018,"COUNTRIES EXCLUDED (islands/very small territories/populations)",NA,NA,57.426094546876,NA,"mIM","45-49"
"NER",2012,"Africa","DHS ",428.1093,508.737797387799,NA,"mIM","45-49"
"NGA",2013,"Africa","DHS ",367.3777,425.880017281902,NA,"mIM","45-49"
"NLD",2016,"Europe","Indirect",5.637664989,9.24330277965849,NA,"mIM","45-49"
"NOR",2016,"Europe","Indirect",3.588322366,9.56720664417095,NA,"mIM","45-49"
"NPL",2015,"Asia & Pacific","MICS",63.46578166,276.646976951584,NA,"mIM","45-49"
"NZL",2016,"Asia & Pacific","Indirect",6.68417288,14.8142355423809,NA,"mIM","45-49"
"OMN",2016,"Arab states","Indirect",25.68968584,118.62672072177,NA,"mIM","45-49"
"PAK",2018,"Asia & Pacific","DHS ",285.3635,359.393340835171,NA,"mIM","45-49"
"PAN",2016,"South & Latin America","Indirect",34.82388904,69.6868833003287,NA,"mIM","45-49"
"PER",2012,"South & Latin America","DHS ",139.0801,164.346585266028,NA,"mIM","45-49"
"PHL",2017,"Asia & Pacific","DHS ",61.13344,117.734589544066,NA,"mIM","45-49"
"PNG",2016,"Asia & Pacific","DHS ",145.552,222.558022176173,"2016-18","mIM","45-49"
"POL",2016,"Europe","Indirect",5.555659667,26.0838687696571,NA,"mIM","45-49"
"PRI",2016,"South & Latin America","Indirect",7.11742424,21.8578459684668,NA,"mIM","45-49"
"PRK",2016,"Asia & Pacific","Indirect",28.64275777,94.7084003232945,NA,"mIM","45-49"
"PRT",2016,"Europe","Indirect",4.077795388,12.1846870510798,NA,"mIM","45-49"
"PRY",2016,"South & Latin America","MICS",47.49572566,111.060140755133,NA,"mIM","45-49"
"PSE",2016,"Arab states","Indirect",70.6277245,160.107023201812,NA,"mIM","45-49"
"PYF",2018,"COUNTRIES EXCLUDED (islands/very small territories/populations)",NA,NA,36.6185569942307,NA,"mIM","45-49"
"QAT",2016,"Arab states","Indirect",12.18839687,53.8074584523248,NA,"mIM","45-49"
"REU",2018,"COUNTRIES EXCLUDED (islands/very small territories/populations)",NA,NA,26.0427024370651,NA,"mIM","45-49"
"ROU",2016,"Europe","Indirect",11.61752224,33.8194690470715,NA,"mIM","45-49"
"RUS",2016,"Europe","Indirect",12.12582083,29.9738408956691,NA,"mIM","45-49"
"RWA",2014,"Africa","DHS ",356.0428,413.048442579698,"2014-15","mIM","45-49"
"SAU",2016,"Arab states","Indirect",17.11461239,109.936608733774,NA,"mIM","45-49"
"SDN",2014,"Arab states","MICS",198.9964335,299.237707768903,NA,"mIM","45-49"
"SEN",2017,"Africa","DHS ",225.3393,284.751657060609,NA,"mIM","45-49"
"SGP",2016,"Asia & Pacific","Indirect",2.639418859,5.61819783597132,NA,"mIM","45-49"
"SLE",2013,"Africa","DHS ",451.6832,442.774645483753,NA,"mIM","45-49"
"SLV",2014,"South & Latin America","MICS",29.3746219,137.612761311581,NA,"mIM","45-49"
"SOM",2011,"Arab states","MICS? ",487.8073313,450.43192939185,NA,"mIM","45-49"
"SRB",2014,"Europe","MICS",8.281955185,38.6474685367956,NA,"mIM","45-49"
"SSD",2014,"Africa","MICS",276.7377343,426.145541372909,NA,"mIM","45-49"
"STP",2014,"Africa","MICS",122.3793243,311.906940625218,NA,"mIM","45-49"
"SUR",2018,"South & Latin America","MICS",31.86566524,97.0849714310774,NA,"mIM","45-49"
"SVK",2016,"Europe","Indirect",7.243464391,20.7059817275834,NA,"mIM","45-49"
"SVN",2016,"Europe","Indirect",3.000345458,10.8706666213449,NA,"mIM","45-49"
"SWE",2016,"Europe","Indirect",4.250840259,8.07642960152955,NA,"mIM","45-49"
"SYC",2018,"COUNTRIES EXCLUDED (islands/very small territories/populations)",NA,NA,29.9515919728096,NA,"mIM","45-49"
"SYR",2016,"Asia & Pacific","Indirect",40.61710627,98.5881651103154,NA,"mIM","45-49"
"TCD",2014,"Africa","DHS ",379.596,450.169267226443,"2014-15","mIM","45-49"
"TGO",2013,"Africa","DHS ",247.8958,323.366329436956,"2013-14","mIM","45-49"
"THA",2015,"Asia & Pacific","MICS",13.46957928,42.6187225495093,"2015-16","mIM","45-49"
"TJK",2017,"Asia & Pacific","DHS ",170.116,268.516293030718,NA,"mIM","45-49"
"TKM",2015,"Asia & Pacific","MICS",121.3700192,217.695230356773,"2015-16","mIM","45-49"
"TLS",2016,"Asia & Pacific","DHS ",157.9533,381.832169040436,NA,"mIM","45-49"
"TON",2018,"COUNTRIES EXCLUDED (islands/very small territories/populations)",NA,NA,66.9299114531494,NA,"mIM","45-49"
"TTO",2011,"South & Latin America","MICS",36.06581315,67.7148801741231,NA,"mIM","45-49"
"TUN",2011,"Arab states","MICS",33.48127875,120.252340950722,"2011-12","mIM","45-49"
"TUR",2013,"Europe","DHS ",132.306,165.332424065928,NA,"mIM","45-49"
"TWN",2016,"Asia & Pacific","Indirect",4.606228713,10.4985688789916,NA,"mIM","45-49"
"TZA",2015,"Africa","DHS ",329.1487,330.253467111906,"2015-16","mIM","45-49"
"UGA",2016,"Africa","DHS ",363.7166,371.185782986832,NA,"mIM","45-49"
"UKR",2012,"Europe","MICS",14.10253337,26.9832160144525,NA,"mIM","45-49"
"URY",2016,"South & Latin America","Indirect",18.0973719,39.8465981318648,NA,"mIM","45-49"
"USA",2013,"North America","NSFG",NA,17.1132674874847,"2013-17","mIM","45-49"
"VCT",2018,"COUNTRIES EXCLUDED (islands/very small territories/populations)",NA,NA,47.6364003487462,NA,"mIM","45-49"
"VEN",2016,"South & Latin America","Indirect",48.88665588,62.7915828997961,NA,"mIM","45-49"
"VIR",2018,"COUNTRIES EXCLUDED (islands/very small territories/populations)",NA,NA,34.3733833562126,NA,"mIM","45-49"
"VNM",2013,"Asia & Pacific","MICS",34.58984585,83.7009116255898,NA,"mIM","45-49"
"VUT",2018,"COUNTRIES EXCLUDED (islands/very small territories/populations)",NA,NA,111.318520674189,NA,"mIM","45-49"
"WSM",2018,"COUNTRIES EXCLUDED (islands/very small territories/populations)",NA,NA,87.1085236162919,NA,"mIM","45-49"
"YEM",2013,"Arab states","DHS ",343.23,411.572583556051,NA,"mIM","45-49"
"ZAF",2016,"Africa","DHS ",92.42848,106.797982024319,NA,"mIM","45-49"
"ZMB",2013,"Africa","DHS ",324.1606,333.747321009421,"2013-14","mIM","45-49"
"ZWE",2015,"Africa","DHS ",130.5451,137.192397292239,NA,"mIM","45-49"
NA,2014,"Africa","MICS ",141.3301152,155.861399419756,NA,"mIM","45-49"
NA,2014,"Africa","MICS ",141.3301152,17.3684990490271,NA,"mIM","45-49"
NA,2018,"COUNTRIES EXCLUDED (islands/very small territories/populations)",NA,NA,14.9589657810828,NA,"mIM","45-49"
NA,2018,"COUNTRIES EXCLUDED (islands/very small territories/populations)",NA,NA,146.961967273344,NA,"mIM","45-49"
NA,2018,"COUNTRIES EXCLUDED (islands/very small territories/populations)",NA,NA,14.9589657810828,NA,"mIM","45-49"
NA,2018,"COUNTRIES EXCLUDED (islands/very small territories/populations)",NA,NA,146.961967273344,NA,"mIM","45-49"
NA,2018,"COUNTRIES EXCLUDED (islands/very small territories/populations)",NA,NA,14.9589657810828,NA,"mIM","45-49"
NA,2018,"COUNTRIES EXCLUDED (islands/very small territories/populations)",NA,NA,146.961967273344,NA,"mIM","45-49"
