"iso","year","Measure","value","Source"
"RUS",2039,"mOM",26.3237963639349,"KC model"
"RUS",2040,"mOM",25.43956055408,"KC model"
"RUS",2041,"mOM",24.5793701942408,"KC model"
"RUS",2042,"mOM",23.739510096258,"KC model"
"RUS",2043,"mOM",22.9181046993836,"KC model"
"RUS",2044,"mOM",22.1166047843935,"KC model"
"RUS",2045,"mOM",21.348227488821,"KC model"
"RUS",2046,"mOM",22.5077501655842,"KC model"
"RUS",2047,"mOM",21.742678785044,"KC model"
"RUS",2048,"mOM",22.9785697687796,"KC model"
"RUS",2049,"mOM",NA,"KC model"
"RWA",1995,"mOM",NA,"KC model"
"RWA",1996,"mOM",707.400715777192,"KC model"
"RWA",1997,"mOM",702.174742704181,"KC model"
"RWA",1998,"mOM",693.123986840395,"KC model"
"RWA",1999,"mOM",687.675457711866,"KC model"
"RWA",2000,"mOM",682.16832932566,"KC model"
"RWA",2001,"mOM",676.752080635093,"KC model"
"RWA",2002,"mOM",671.602442284817,"KC model"
"RWA",2003,"mOM",666.917327447607,"KC model"
"RWA",2004,"mOM",662.847411295981,"KC model"
"RWA",2005,"mOM",659.45036723478,"KC model"
"RWA",2006,"mOM",656.688533600771,"KC model"
"RWA",2007,"mOM",654.422815667686,"KC model"
"RWA",2008,"mOM",652.432279647086,"KC model"
"RWA",2009,"mOM",650.429059384813,"KC model"
"RWA",2010,"mOM",648.086761274543,"KC model"
"RWA",2011,"mOM",645.007578654881,"KC model"
"RWA",2012,"mOM",640.685839181085,"KC model"
"RWA",2013,"mOM",634.511233232895,"KC model"
"RWA",2014,"mOM",625.827659477229,"KC model"
"RWA",2015,"mOM",613.910678887731,"KC model"
"RWA",2016,"mOM",598.267576454705,"KC model"
"RWA",2017,"mOM",578.785607824892,"KC model"
"RWA",2018,"mOM",555.797326170404,"KC model"
"RWA",2019,"mOM",530.209845357494,"KC model"
"RWA",2020,"mOM",503.319179485008,"KC model"
"RWA",2021,"mOM",476.350427752067,"KC model"
"RWA",2022,"mOM",450.283030882132,"KC model"
"RWA",2023,"mOM",425.745606320885,"KC model"
"RWA",2024,"mOM",402.826376029434,"KC model"
"RWA",2025,"mOM",381.199252538997,"KC model"
"RWA",2026,"mOM",360.456570370734,"KC model"
"RWA",2027,"mOM",340.133464834443,"KC model"
"RWA",2028,"mOM",319.840046429785,"KC model"
"RWA",2029,"mOM",299.453430640798,"KC model"
"RWA",2030,"mOM",279.212736890672,"KC model"
"RWA",2031,"mOM",259.543610265645,"KC model"
"RWA",2032,"mOM",240.916425528379,"KC model"
"RWA",2033,"mOM",223.734956067664,"KC model"
"RWA",2034,"mOM",208.220370579495,"KC model"
"RWA",2035,"mOM",194.399260730677,"KC model"
"RWA",2036,"mOM",182.167503097407,"KC model"
"RWA",2037,"mOM",171.34897598456,"KC model"
"RWA",2038,"mOM",161.747460522085,"KC model"
"RWA",2039,"mOM",153.156264008077,"KC model"
"RWA",2040,"mOM",145.331737717018,"KC model"
"RWA",2041,"mOM",138.159670425063,"KC model"
"RWA",2042,"mOM",131.544844626646,"KC model"
"RWA",2043,"mOM",125.403186931923,"KC model"
"RWA",2044,"mOM",119.659637384767,"KC model"
"RWA",2045,"mOM",114.290010507443,"KC model"
"RWA",2046,"mOM",116.54677916954,"KC model"
"RWA",2047,"mOM",111.481472390963,"KC model"
"RWA",2048,"mOM",113.736152575123,"KC model"
"RWA",2049,"mOM",NA,"KC model"
"LCA",1995,"mOM",NA,"KC model"
"LCA",1996,"mOM",235.532029744321,"KC model"
"LCA",1997,"mOM",220.00308010096,"KC model"
"LCA",1998,"mOM",222.901483256397,"KC model"
"LCA",1999,"mOM",208.551144411834,"KC model"
"LCA",2000,"mOM",195.43462330258,"KC model"
"LCA",2001,"mOM",183.497915404367,"KC model"
"LCA",2002,"mOM",172.672004062195,"KC model"
"LCA",2003,"mOM",162.840150453325,"KC model"
"LCA",2004,"mOM",153.875898600224,"KC model"
"LCA",2005,"mOM",145.632775347464,"KC model"
"LCA",2006,"mOM",138.062056929638,"KC model"
"LCA",2007,"mOM",131.083766824174,"KC model"
"LCA",2008,"mOM",124.604449517024,"KC model"
"LCA",2009,"mOM",118.673575616735,"KC model"
"LCA",2010,"mOM",113.143132228763,"KC model"
"LCA",2011,"mOM",107.900371763028,"KC model"
"LCA",2012,"mOM",102.870249971891,"KC model"
"LCA",2013,"mOM",97.976548755927,"KC model"
"LCA",2014,"mOM",93.3245848431275,"KC model"
"LCA",2015,"mOM",88.9123081641449,"KC model"
"LCA",2016,"mOM",84.7540358704297,"KC model"
"LCA",2017,"mOM",80.8528549682638,"KC model"
"LCA",2018,"mOM",77.2152405066546,"KC model"
"LCA",2019,"mOM",73.8156481518037,"KC model"
"LCA",2020,"mOM",70.612421520948,"KC model"
"LCA",2021,"mOM",67.604534043196,"KC model"
"LCA",2022,"mOM",64.7620123055804,"KC model"
"LCA",2023,"mOM",62.104526036409,"KC model"
"LCA",2024,"mOM",59.6159438264736,"KC model"
"LCA",2025,"mOM",57.336875903555,"KC model"
"LCA",2026,"mOM",55.2631930506575,"KC model"
"LCA",2027,"mOM",53.428742346971,"KC model"
"LCA",2028,"mOM",51.8438693159068,"KC model"
"LCA",2029,"mOM",50.4765487619764,"KC model"
"LCA",2030,"mOM",49.2640031799224,"KC model"
"LCA",2031,"mOM",48.1867421289929,"KC model"
"LCA",2032,"mOM",47.2196930967589,"KC model"
"LCA",2033,"mOM",46.3370676694987,"KC model"
"LCA",2034,"mOM",45.5049924594502,"KC model"
"LCA",2035,"mOM",44.6762740506559,"KC model"
"LCA",2036,"mOM",43.8509411710485,"KC model"
"LCA",2037,"mOM",43.0241964428358,"KC model"
"LCA",2038,"mOM",42.1855945470124,"KC model"
"LCA",2039,"mOM",41.342501765454,"KC model"
"LCA",2040,"mOM",40.4662450666289,"KC model"
"LCA",2041,"mOM",39.5747613385877,"KC model"
"LCA",2042,"mOM",38.6696756264204,"KC model"
"LCA",2043,"mOM",37.7567347158999,"KC model"
"LCA",2044,"mOM",36.8649801983119,"KC model"
"LCA",2045,"mOM",35.9875704174154,"KC model"
"LCA",2046,"mOM",36.8640564718775,"KC model"
"LCA",2047,"mOM",36.004889573826,"KC model"
"LCA",2048,"mOM",36.8863991383683,"KC model"
"LCA",2049,"mOM",NA,"KC model"
"VCT",1995,"mOM",NA,"KC model"
"VCT",1996,"mOM",296.699545563803,"KC model"
"VCT",1997,"mOM",277.929626420415,"KC model"
"VCT",1998,"mOM",280.5483062624,"KC model"
"VCT",1999,"mOM",262.526107468889,"KC model"
"VCT",2000,"mOM",245.260839152212,"KC model"
"VCT",2001,"mOM",228.768874404649,"KC model"
"VCT",2002,"mOM",213.043136206355,"KC model"
"VCT",2003,"mOM",198.168581954311,"KC model"
"VCT",2004,"mOM",184.28080976401,"KC model"
"VCT",2005,"mOM",171.388903743402,"KC model"
"VCT",2006,"mOM",159.539202407066,"KC model"
"VCT",2007,"mOM",148.802212457768,"KC model"
"VCT",2008,"mOM",139.130565580818,"KC model"
"VCT",2009,"mOM",130.464688583518,"KC model"
"VCT",2010,"mOM",122.832683957758,"KC model"
"VCT",2011,"mOM",116.174070423389,"KC model"
"VCT",2012,"mOM",110.469725834273,"KC model"
"VCT",2013,"mOM",105.594698542087,"KC model"
"VCT",2014,"mOM",101.395936882933,"KC model"
"VCT",2015,"mOM",97.7681832735759,"KC model"
"VCT",2016,"mOM",94.6226058454479,"KC model"
"VCT",2017,"mOM",91.8621666179133,"KC model"
"VCT",2018,"mOM",89.379413244723,"KC model"
"VCT",2019,"mOM",87.093272134642,"KC model"
"VCT",2020,"mOM",84.941579451515,"KC model"
"VCT",2021,"mOM",82.9156043675226,"KC model"
"VCT",2022,"mOM",80.9995363477307,"KC model"
"VCT",2023,"mOM",79.1612927512697,"KC model"
"VCT",2024,"mOM",77.4071494332059,"KC model"
"VCT",2025,"mOM",75.7430259420528,"KC model"
"VCT",2026,"mOM",74.0993403792591,"KC model"
"VCT",2027,"mOM",72.4974585558641,"KC model"
"VCT",2028,"mOM",70.8839590267523,"KC model"
"VCT",2029,"mOM",69.2698296281381,"KC model"
"VCT",2030,"mOM",67.6686276855076,"KC model"
"VCT",2031,"mOM",66.0552916369318,"KC model"
"VCT",2032,"mOM",64.4680697313152,"KC model"
"VCT",2033,"mOM",62.8898133137709,"KC model"
"VCT",2034,"mOM",61.3254387894762,"KC model"
"VCT",2035,"mOM",59.7539066013967,"KC model"
"VCT",2036,"mOM",58.1775400296002,"KC model"
"VCT",2037,"mOM",56.6288188265634,"KC model"
"VCT",2038,"mOM",55.110968977446,"KC model"
"VCT",2039,"mOM",53.6353072569758,"KC model"
"VCT",2040,"mOM",52.2037660871301,"KC model"
"VCT",2041,"mOM",50.8226652401956,"KC model"
"VCT",2042,"mOM",49.494850581781,"KC model"
"VCT",2043,"mOM",48.2266740175072,"KC model"
"VCT",2044,"mOM",47.0008388989096,"KC model"
"VCT",2045,"mOM",45.8419505791335,"KC model"
"VCT",2046,"mOM",47.3981821233616,"KC model"
"VCT",2047,"mOM",46.2692223916383,"KC model"
"VCT",2048,"mOM",47.8621687302145,"KC model"
"VCT",2049,"mOM",NA,"KC model"
"WSM",1995,"mOM",NA,"KC model"
"WSM",1996,"mOM",332.451243783441,"KC model"
"WSM",1997,"mOM",316.443830850741,"KC model"
"WSM",1998,"mOM",320.24871438968,"KC model"
"WSM",1999,"mOM",304.211327756093,"KC model"
"WSM",2000,"mOM",288.448128468775,"KC model"
"WSM",2001,"mOM",273.041794507641,"KC model"
"WSM",2002,"mOM",258.207309466715,"KC model"
"WSM",2003,"mOM",244.001364203158,"KC model"
"WSM",2004,"mOM",230.581042135193,"KC model"
"WSM",2005,"mOM",217.969772724469,"KC model"
"WSM",2006,"mOM",206.274123319683,"KC model"
"WSM",2007,"mOM",195.461923002383,"KC model"
"WSM",2008,"mOM",185.555083383235,"KC model"
"WSM",2009,"mOM",176.546872987161,"KC model"
"WSM",2010,"mOM",168.368596675994,"KC model"
"WSM",2011,"mOM",160.978077518456,"KC model"
"WSM",2012,"mOM",154.311975010427,"KC model"
"WSM",2013,"mOM",148.350928693605,"KC model"
"WSM",2014,"mOM",143.060558583782,"KC model"
"WSM",2015,"mOM",138.383182859233,"KC model"
"WSM",2016,"mOM",134.329448714173,"KC model"
"WSM",2017,"mOM",130.891735326974,"KC model"
"WSM",2018,"mOM",127.976525811059,"KC model"
"WSM",2019,"mOM",125.463172776667,"KC model"
"WSM",2020,"mOM",123.203918698041,"KC model"
"WSM",2021,"mOM",121.096111333986,"KC model"
"WSM",2022,"mOM",119.002871420041,"KC model"
"WSM",2023,"mOM",116.821333911365,"KC model"
"WSM",2024,"mOM",114.493661506535,"KC model"
"WSM",2025,"mOM",111.968432087458,"KC model"
"WSM",2026,"mOM",109.277770929574,"KC model"
"WSM",2027,"mOM",106.444379809048,"KC model"
"WSM",2028,"mOM",103.510495454743,"KC model"
"WSM",2029,"mOM",100.553325555436,"KC model"
"WSM",2030,"mOM",97.6578195340209,"KC model"
"WSM",2031,"mOM",94.8239661230188,"KC model"
"WSM",2032,"mOM",92.0398738845235,"KC model"
"WSM",2033,"mOM",89.3141700839072,"KC model"
"WSM",2034,"mOM",86.6281555361392,"KC model"
"WSM",2035,"mOM",83.9720808495892,"KC model"
"WSM",2036,"mOM",81.3456542252139,"KC model"
"WSM",2037,"mOM",78.7322348446974,"KC model"
"WSM",2038,"mOM",76.1672550046304,"KC model"
"WSM",2039,"mOM",73.6447506781379,"KC model"
"WSM",2040,"mOM",71.1793320779312,"KC model"
"WSM",2041,"mOM",68.7764486080141,"KC model"
"WSM",2042,"mOM",66.4496516210975,"KC model"
"WSM",2043,"mOM",64.2059400733076,"KC model"
"WSM",2044,"mOM",62.0429755058973,"KC model"
"WSM",2045,"mOM",59.9613383308967,"KC model"
"WSM",2046,"mOM",61.291512490799,"KC model"
"WSM",2047,"mOM",59.264467143658,"KC model"
"WSM",2048,"mOM",60.5660243528997,"KC model"
"WSM",2049,"mOM",NA,"KC model"
"STP",1995,"mOM",NA,"KC model"
"STP",1996,"mOM",545.312663614532,"KC model"
"STP",1997,"mOM",540.873195734358,"KC model"
"STP",1998,"mOM",544.220705748557,"KC model"
"STP",1999,"mOM",539.63027727993,"KC model"
"STP",2000,"mOM",535.028503721655,"KC model"
"STP",2001,"mOM",530.338477551771,"KC model"
"STP",2002,"mOM",525.371569808194,"KC model"
"STP",2003,"mOM",520.195181574897,"KC model"
"STP",2004,"mOM",515.092396355109,"KC model"
"STP",2005,"mOM",509.644533958393,"KC model"
"STP",2006,"mOM",503.913447012301,"KC model"
"STP",2007,"mOM",497.964764708114,"KC model"
"STP",2008,"mOM",491.814062472544,"KC model"
"STP",2009,"mOM",485.098692541914,"KC model"
"STP",2010,"mOM",477.895312726677,"KC model"
"STP",2011,"mOM",470.025741429059,"KC model"
"STP",2012,"mOM",461.46082763898,"KC model"
"STP",2013,"mOM",452.264608899064,"KC model"
"STP",2014,"mOM",442.199733670601,"KC model"
"STP",2015,"mOM",431.473242797878,"KC model"
"STP",2016,"mOM",420.025047232614,"KC model"
"STP",2017,"mOM",407.875029499443,"KC model"
"STP",2018,"mOM",395.120259588553,"KC model"
"STP",2019,"mOM",381.810873665094,"KC model"
"STP",2020,"mOM",368.114466293214,"KC model"
"STP",2021,"mOM",354.135377604437,"KC model"
"STP",2022,"mOM",339.883580124513,"KC model"
"STP",2023,"mOM",325.640523888277,"KC model"
"STP",2024,"mOM",311.438144711147,"KC model"
"STP",2025,"mOM",297.418844069712,"KC model"
"STP",2026,"mOM",283.764879095153,"KC model"
"STP",2027,"mOM",270.503427369917,"KC model"
"STP",2028,"mOM",257.728721455051,"KC model"
"STP",2029,"mOM",245.521450446419,"KC model"
"STP",2030,"mOM",233.862860369102,"KC model"
"STP",2031,"mOM",222.805928251867,"KC model"
"STP",2032,"mOM",212.402846455556,"KC model"
"STP",2033,"mOM",202.648510053749,"KC model"
"STP",2034,"mOM",193.500109477159,"KC model"
"STP",2035,"mOM",184.954931255789,"KC model"
"STP",2036,"mOM",177.002914387048,"KC model"
"STP",2037,"mOM",169.590036927117,"KC model"
"STP",2038,"mOM",162.670546205231,"KC model"
"STP",2039,"mOM",156.213750660861,"KC model"
"STP",2040,"mOM",150.196586742025,"KC model"
"STP",2041,"mOM",144.561425949812,"KC model"
"STP",2042,"mOM",139.267282965703,"KC model"
"STP",2043,"mOM",134.280450572353,"KC model"
"STP",2044,"mOM",129.572216792239,"KC model"
"STP",2045,"mOM",125.094188377567,"KC model"
"STP",2046,"mOM",127.731028662839,"KC model"
"STP",2047,"mOM",123.425325307191,"KC model"
"STP",2048,"mOM",125.956269548206,"KC model"
"STP",2049,"mOM",NA,"KC model"
"SAU",1995,"mOM",NA,"KC model"
"SAU",1996,"mOM",511.367650575402,"KC model"
"SAU",1997,"mOM",490.439769993739,"KC model"
"SAU",1998,"mOM",492.338840188261,"KC model"
"SAU",1999,"mOM",471.140750630447,"KC model"
"SAU",2000,"mOM",449.743874259839,"KC model"
"SAU",2001,"mOM",428.324761048317,"KC model"
"SAU",2002,"mOM",407.015619398406,"KC model"
"SAU",2003,"mOM",385.935418623766,"KC model"
"SAU",2004,"mOM",365.183108629884,"KC model"
"SAU",2005,"mOM",344.795997815646,"KC model"
"SAU",2006,"mOM",324.789141093225,"KC model"
"SAU",2007,"mOM",305.162931214237,"KC model"
"SAU",2008,"mOM",285.942467234304,"KC model"
"SAU",2009,"mOM",267.221512274542,"KC model"
"SAU",2010,"mOM",249.000736832145,"KC model"
"SAU",2011,"mOM",231.302280696492,"KC model"
"SAU",2012,"mOM",214.159122913237,"KC model"
"SAU",2013,"mOM",197.630895249828,"KC model"
"SAU",2014,"mOM",182.169839853161,"KC model"
"SAU",2015,"mOM",167.825552724911,"KC model"
"SAU",2016,"mOM",154.612754203697,"KC model"
"SAU",2017,"mOM",142.510785357353,"KC model"
"SAU",2018,"mOM",131.471443203895,"KC model"
"SAU",2019,"mOM",121.343961597334,"KC model"
"SAU",2020,"mOM",112.038208361864,"KC model"
"SAU",2021,"mOM",103.482624201354,"KC model"
"SAU",2022,"mOM",95.6050139197838,"KC model"
"SAU",2023,"mOM",88.3588664474322,"KC model"
"SAU",2024,"mOM",81.6933584209451,"KC model"
"SAU",2025,"mOM",75.55754324473,"KC model"
"SAU",2026,"mOM",69.9132975610413,"KC model"
"SAU",2027,"mOM",64.7347831663492,"KC model"
"SAU",2028,"mOM",60.012322167781,"KC model"
"SAU",2029,"mOM",55.6952975586245,"KC model"
"SAU",2030,"mOM",51.7312023783047,"KC model"
"SAU",2031,"mOM",48.106415710635,"KC model"
"SAU",2032,"mOM",44.809273380426,"KC model"
"SAU",2033,"mOM",41.8238220961664,"KC model"
"SAU",2034,"mOM",39.1202686485808,"KC model"
"SAU",2035,"mOM",36.6646429092489,"KC model"
"SAU",2036,"mOM",34.4519188106582,"KC model"
"SAU",2037,"mOM",32.4759522228845,"KC model"
"SAU",2038,"mOM",30.7286544005597,"KC model"
"SAU",2039,"mOM",29.1926445139688,"KC model"
"SAU",2040,"mOM",27.8118740380491,"KC model"
"SAU",2041,"mOM",26.5655541191865,"KC model"
"SAU",2042,"mOM",25.4336907845403,"KC model"
"SAU",2043,"mOM",24.397401177486,"KC model"
"SAU",2044,"mOM",23.4393055254885,"KC model"
"SAU",2045,"mOM",22.5549192936615,"KC model"
"SAU",2046,"mOM",23.5038715314489,"KC model"
"SAU",2047,"mOM",22.6585666501567,"KC model"
"SAU",2048,"mOM",23.5838193291282,"KC model"
"SAU",2049,"mOM",NA,"KC model"
"SEN",1995,"mOM",NA,"KC model"
"SEN",1996,"mOM",703.772397723556,"KC model"
"SEN",1997,"mOM",699.36403769282,"KC model"
"SEN",1998,"mOM",699.753549542124,"KC model"
"SEN",1999,"mOM",695.028595472011,"KC model"
"SEN",2000,"mOM",689.718454740454,"KC model"
"SEN",2001,"mOM",683.812638390816,"KC model"
"SEN",2002,"mOM",677.313646751526,"KC model"
"SEN",2003,"mOM",670.202191898239,"KC model"
"SEN",2004,"mOM",662.481321554872,"KC model"
"SEN",2005,"mOM",654.139061978087,"KC model"
"SEN",2006,"mOM",645.1476301225,"KC model"
"SEN",2007,"mOM",635.488783522064,"KC model"
"SEN",2008,"mOM",625.162009657699,"KC model"
"SEN",2009,"mOM",614.233358185074,"KC model"
"SEN",2010,"mOM",602.743447805164,"KC model"
"SEN",2011,"mOM",590.731669006341,"KC model"
"SEN",2012,"mOM",578.235418416995,"KC model"
"SEN",2013,"mOM",565.291853891296,"KC model"
"SEN",2014,"mOM",552.111050903243,"KC model"
"SEN",2015,"mOM",538.691365259621,"KC model"
"SEN",2016,"mOM",525.008639145195,"KC model"
"SEN",2017,"mOM",511.022176027033,"KC model"
"SEN",2018,"mOM",496.698383280386,"KC model"
"SEN",2019,"mOM",481.943251667002,"KC model"
"SEN",2020,"mOM",466.720013407738,"KC model"
"SEN",2021,"mOM",451.029008070264,"KC model"
"SEN",2022,"mOM",434.914198111676,"KC model"
"SEN",2023,"mOM",418.462180071859,"KC model"
"SEN",2024,"mOM",401.71869663006,"KC model"
"SEN",2025,"mOM",384.793668167912,"KC model"
"SEN",2026,"mOM",367.876932865731,"KC model"
"SEN",2027,"mOM",351.175893355897,"KC model"
"SEN",2028,"mOM",334.885679625758,"KC model"
"SEN",2029,"mOM",319.131039859009,"KC model"
"SEN",2030,"mOM",303.98572664036,"KC model"
"SEN",2031,"mOM",289.534543321578,"KC model"
"SEN",2032,"mOM",275.828119717929,"KC model"
"SEN",2033,"mOM",262.889138152691,"KC model"
"SEN",2034,"mOM",250.713694096792,"KC model"
"SEN",2035,"mOM",239.271065211472,"KC model"
"SEN",2036,"mOM",228.539657674871,"KC model"
"SEN",2037,"mOM",218.473807218063,"KC model"
"SEN",2038,"mOM",209.006718895241,"KC model"
"SEN",2039,"mOM",200.069223389251,"KC model"
"SEN",2040,"mOM",191.627405102078,"KC model"
"SEN",2041,"mOM",183.615424961005,"KC model"
"SEN",2042,"mOM",175.981172822762,"KC model"
"SEN",2043,"mOM",168.686578548713,"KC model"
"SEN",2044,"mOM",161.708238658009,"KC model"
"SEN",2045,"mOM",155.033991521952,"KC model"
"SEN",2046,"mOM",157.938306580064,"KC model"
"SEN",2047,"mOM",151.508521457925,"KC model"
"SEN",2048,"mOM",154.321868194722,"KC model"
"SEN",2049,"mOM",NA,"KC model"
"SRB",1995,"mOM",NA,"KC model"
"SRB",1996,"mOM",141.849479478828,"KC model"
"SRB",1997,"mOM",135.927258100436,"KC model"
"SRB",1998,"mOM",136.928699751145,"KC model"
"SRB",1999,"mOM",131.432344954394,"KC model"
"SRB",2000,"mOM",126.294640152362,"KC model"
"SRB",2001,"mOM",121.454032393034,"KC model"
"SRB",2002,"mOM",116.834463151812,"KC model"
"SRB",2003,"mOM",112.359980252371,"KC model"
"SRB",2004,"mOM",107.959351888586,"KC model"
"SRB",2005,"mOM",103.554211541865,"KC model"
"SRB",2006,"mOM",99.0723285393878,"KC model"
"SRB",2007,"mOM",94.460469879368,"KC model"
"SRB",2008,"mOM",89.716804581574,"KC model"
"SRB",2009,"mOM",84.8950948380289,"KC model"
"SRB",2010,"mOM",80.0442501978137,"KC model"
"SRB",2011,"mOM",75.2325113460287,"KC model"
"SRB",2012,"mOM",70.5417175407858,"KC model"
"SRB",2013,"mOM",66.0578893205524,"KC model"
"SRB",2014,"mOM",61.8363710256063,"KC model"
"SRB",2015,"mOM",57.9177090576276,"KC model"
"SRB",2016,"mOM",54.3129540081306,"KC model"
"SRB",2017,"mOM",51.0081098231483,"KC model"
"SRB",2018,"mOM",47.9680483725219,"KC model"
"SRB",2019,"mOM",45.1534451139243,"KC model"
"SRB",2020,"mOM",42.5087451493287,"KC model"
"SRB",2021,"mOM",39.9872894876906,"KC model"
"SRB",2022,"mOM",37.5587395331911,"KC model"
"SRB",2023,"mOM",35.2102766977316,"KC model"
"SRB",2024,"mOM",32.9374249932665,"KC model"
"SRB",2025,"mOM",30.7529082165138,"KC model"
"SRB",2026,"mOM",28.6832150483342,"KC model"
"SRB",2027,"mOM",26.7560437971079,"KC model"
"SRB",2028,"mOM",24.9962038023995,"KC model"
"SRB",2029,"mOM",23.4132708661699,"KC model"
"SRB",2030,"mOM",22.0036290348945,"KC model"
"SRB",2031,"mOM",20.7593316833061,"KC model"
"SRB",2032,"mOM",19.6634822967892,"KC model"
"SRB",2033,"mOM",18.6943215229305,"KC model"
"SRB",2034,"mOM",17.8268602213507,"KC model"
"SRB",2035,"mOM",17.0362085378409,"KC model"
"SRB",2036,"mOM",16.3056985140641,"KC model"
"SRB",2037,"mOM",15.624908457105,"KC model"
"SRB",2038,"mOM",14.9885193523198,"KC model"
"SRB",2039,"mOM",14.3920135238994,"KC model"
"SRB",2040,"mOM",13.8329104646328,"KC model"
"SRB",2041,"mOM",13.3080408853307,"KC model"
"SRB",2042,"mOM",12.8140657266913,"KC model"
"SRB",2043,"mOM",12.3472532205445,"KC model"
"SRB",2044,"mOM",11.9033882684689,"KC model"
"SRB",2045,"mOM",11.4833614969489,"KC model"
"SRB",2046,"mOM",11.8280021139849,"KC model"
"SRB",2047,"mOM",11.4207953448871,"KC model"
"SRB",2048,"mOM",11.7732961228833,"KC model"
"SRB",2049,"mOM",NA,"KC model"
"SYC",1995,"mOM",NA,"KC model"
"SYC",1996,"mOM",222.728251877105,"KC model"
"SYC",1997,"mOM",205.896072930479,"KC model"
"SYC",1998,"mOM",209.343614364815,"KC model"
"SYC",1999,"mOM",193.067919921402,"KC model"
"SYC",2000,"mOM",177.649632131429,"KC model"
"SYC",2001,"mOM",163.153854633556,"KC model"
"SYC",2002,"mOM",149.6323054175,"KC model"
"SYC",2003,"mOM",137.192973092987,"KC model"
"SYC",2004,"mOM",126.036864661313,"KC model"
"SYC",2005,"mOM",116.040376121658,"KC model"
"SYC",2006,"mOM",107.171845788899,"KC model"
"SYC",2007,"mOM",99.3806368806241,"KC model"
"SYC",2008,"mOM",92.5232033606747,"KC model"
"SYC",2009,"mOM",86.6163482382137,"KC model"
"SYC",2010,"mOM",81.5631543004047,"KC model"
"SYC",2011,"mOM",77.2733812826779,"KC model"
"SYC",2012,"mOM",73.7331631587429,"KC model"
"SYC",2013,"mOM",70.8282464050802,"KC model"
"SYC",2014,"mOM",68.3623056122382,"KC model"
"SYC",2015,"mOM",66.3144884148419,"KC model"
"SYC",2016,"mOM",64.6270547151829,"KC model"
"SYC",2017,"mOM",63.2551420078837,"KC model"
"SYC",2018,"mOM",62.1820821884859,"KC model"
"SYC",2019,"mOM",61.2932765528886,"KC model"
"SYC",2020,"mOM",60.5095836430585,"KC model"
"SYC",2021,"mOM",59.8230944470134,"KC model"
"SYC",2022,"mOM",59.2072465057804,"KC model"
"SYC",2023,"mOM",58.6370287260343,"KC model"
"SYC",2024,"mOM",58.1397055816599,"KC model"
"SYC",2025,"mOM",57.7239988921165,"KC model"
"SYC",2026,"mOM",57.3739761783866,"KC model"
"SYC",2027,"mOM",57.0858666070042,"KC model"
"SYC",2028,"mOM",56.8396978520696,"KC model"
"SYC",2029,"mOM",56.5900442427869,"KC model"
"SYC",2030,"mOM",56.3289764802353,"KC model"
"SYC",2031,"mOM",56.0432472994535,"KC model"
"SYC",2032,"mOM",55.736474844509,"KC model"
"SYC",2033,"mOM",55.4175542292866,"KC model"
"SYC",2034,"mOM",55.0525673413331,"KC model"
"SYC",2035,"mOM",54.6501225093628,"KC model"
"SYC",2036,"mOM",54.1682948790625,"KC model"
"SYC",2037,"mOM",53.6195038484641,"KC model"
"SYC",2038,"mOM",52.9674727356281,"KC model"
"SYC",2039,"mOM",52.2131665781193,"KC model"
"SYC",2040,"mOM",51.3673926808677,"KC model"
"SYC",2041,"mOM",50.4385222777821,"KC model"
"SYC",2042,"mOM",49.4377496352074,"KC model"
"SYC",2043,"mOM",48.372701017938,"KC model"
"SYC",2044,"mOM",47.2641677462562,"KC model"
"SYC",2045,"mOM",46.1430137420673,"KC model"
"SYC",2046,"mOM",47.5645888545212,"KC model"
"SYC",2047,"mOM",46.4047513280016,"KC model"
"SYC",2048,"mOM",47.8468976523894,"KC model"
"SYC",2049,"mOM",NA,"KC model"
"SLE",1995,"mOM",NA,"KC model"
"SLE",1996,"mOM",661.552081523095,"KC model"
"SLE",1997,"mOM",658.680606723824,"KC model"
"SLE",1998,"mOM",651.491808674076,"KC model"
"SLE",1999,"mOM",648.58862388817,"KC model"
"SLE",2000,"mOM",645.562617473058,"KC model"
"SLE",2001,"mOM",642.463283868893,"KC model"
"SLE",2002,"mOM",639.300931068704,"KC model"
"SLE",2003,"mOM",636.088426251595,"KC model"
"SLE",2004,"mOM",632.786181621206,"KC model"
"SLE",2005,"mOM",629.380934682752,"KC model"
"SLE",2006,"mOM",625.844879753595,"KC model"
"SLE",2007,"mOM",622.158080465057,"KC model"
"SLE",2008,"mOM",618.310995583708,"KC model"
"SLE",2009,"mOM",614.272810003599,"KC model"
"SLE",2010,"mOM",610.037231870969,"KC model"
"SLE",2011,"mOM",605.572387419384,"KC model"
"SLE",2012,"mOM",600.84168824574,"KC model"
"SLE",2013,"mOM",595.818095086306,"KC model"
"SLE",2014,"mOM",590.648675146233,"KC model"
"SLE",2015,"mOM",585.353429727589,"KC model"
"SLE",2016,"mOM",579.954828198435,"KC model"
"SLE",2017,"mOM",574.480644999907,"KC model"
"SLE",2018,"mOM",568.96386684584,"KC model"
"SLE",2019,"mOM",563.389670112614,"KC model"
"SLE",2020,"mOM",557.756277237006,"KC model"
"SLE",2021,"mOM",552.059057658674,"KC model"
"SLE",2022,"mOM",546.274437907562,"KC model"
"SLE",2023,"mOM",540.349129954626,"KC model"
"SLE",2024,"mOM",534.197997081711,"KC model"
