"iso","year","Measure","value","Source"
"AGO",2005,"mOM",704.893266365551,"KC model"
"AGO",2006,"mOM",704.521777043505,"KC model"
"AGO",2007,"mOM",703.992672258204,"KC model"
"AGO",2008,"mOM",703.274059839987,"KC model"
"AGO",2009,"mOM",702.321761909705,"KC model"
"AGO",2010,"mOM",701.083423916214,"KC model"
"AGO",2011,"mOM",699.490434672282,"KC model"
"AGO",2012,"mOM",697.463380011273,"KC model"
"AGO",2013,"mOM",694.922370925619,"KC model"
"AGO",2014,"mOM",691.805463793943,"KC model"
"AGO",2015,"mOM",688.046112860165,"KC model"
"AGO",2016,"mOM",683.57908353606,"KC model"
"AGO",2017,"mOM",678.349816087588,"KC model"
"AGO",2018,"mOM",672.306676411082,"KC model"
"AGO",2019,"mOM",665.44963770949,"KC model"
"AGO",2020,"mOM",657.746050848539,"KC model"
"AGO",2021,"mOM",649.144967747676,"KC model"
"AGO",2022,"mOM",639.623760656299,"KC model"
"AGO",2023,"mOM",629.184791925201,"KC model"
"AGO",2024,"mOM",617.860016189555,"KC model"
"AGO",2025,"mOM",605.701512684632,"KC model"
"AGO",2026,"mOM",592.778191516519,"KC model"
"AGO",2027,"mOM",579.186233447497,"KC model"
"AGO",2028,"mOM",565.015839142533,"KC model"
"AGO",2029,"mOM",550.329216940865,"KC model"
"AGO",2030,"mOM",535.198059444748,"KC model"
"AGO",2031,"mOM",519.712169083537,"KC model"
"AGO",2032,"mOM",503.960846899468,"KC model"
"AGO",2033,"mOM",488.043603622994,"KC model"
"AGO",2034,"mOM",472.091941709943,"KC model"
"AGO",2035,"mOM",456.290866881359,"KC model"
"AGO",2036,"mOM",440.783617186211,"KC model"
"AGO",2037,"mOM",425.694912513921,"KC model"
"AGO",2038,"mOM",411.124068420999,"KC model"
"AGO",2039,"mOM",397.1483413394,"KC model"
"AGO",2040,"mOM",383.843706797374,"KC model"
"AGO",2041,"mOM",371.226369914054,"KC model"
"AGO",2042,"mOM",359.292015617974,"KC model"
"AGO",2043,"mOM",348.014471602943,"KC model"
"AGO",2044,"mOM",337.352327846355,"KC model"
"AGO",2045,"mOM",327.291017130776,"KC model"
"AGO",2046,"mOM",330.873902311419,"KC model"
"AGO",2047,"mOM",321.357879622721,"KC model"
"AGO",2048,"mOM",324.737571059828,"KC model"
"AGO",2049,"mOM",NA,"KC model"
"ATG",1995,"mOM",NA,"KC model"
"ATG",1996,"mOM",143.760623191351,"KC model"
"ATG",1997,"mOM",137.218557093811,"KC model"
"ATG",1998,"mOM",138.778307014335,"KC model"
"ATG",1999,"mOM",132.683740015815,"KC model"
"ATG",2000,"mOM",126.973145532348,"KC model"
"ATG",2001,"mOM",121.55513466659,"KC model"
"ATG",2002,"mOM",116.477246686499,"KC model"
"ATG",2003,"mOM",111.655086828285,"KC model"
"ATG",2004,"mOM",107.061866450278,"KC model"
"ATG",2005,"mOM",102.726399416615,"KC model"
"ATG",2006,"mOM",98.6688700111357,"KC model"
"ATG",2007,"mOM",94.8237083337263,"KC model"
"ATG",2008,"mOM",91.2137442947516,"KC model"
"ATG",2009,"mOM",87.6105741268404,"KC model"
"ATG",2010,"mOM",84.0097435990613,"KC model"
"ATG",2011,"mOM",80.4295670167875,"KC model"
"ATG",2012,"mOM",76.9214661346178,"KC model"
"ATG",2013,"mOM",73.4411984998617,"KC model"
"ATG",2014,"mOM",70.1357365355138,"KC model"
"ATG",2015,"mOM",66.9570774777918,"KC model"
"ATG",2016,"mOM",63.9414820682552,"KC model"
"ATG",2017,"mOM",61.08978154281,"KC model"
"ATG",2018,"mOM",58.384922586542,"KC model"
"ATG",2019,"mOM",55.8638713397994,"KC model"
"ATG",2020,"mOM",53.456715026967,"KC model"
"ATG",2021,"mOM",51.2196818377587,"KC model"
"ATG",2022,"mOM",49.1288580505244,"KC model"
"ATG",2023,"mOM",47.1788918955069,"KC model"
"ATG",2024,"mOM",45.3662390221907,"KC model"
"ATG",2025,"mOM",43.6530595420656,"KC model"
"ATG",2026,"mOM",42.015496293214,"KC model"
"ATG",2027,"mOM",40.4811215687377,"KC model"
"ATG",2028,"mOM",39.0136277219718,"KC model"
"ATG",2029,"mOM",37.6234886027965,"KC model"
"ATG",2030,"mOM",36.3314760504365,"KC model"
"ATG",2031,"mOM",35.0791996204542,"KC model"
"ATG",2032,"mOM",33.8923057458873,"KC model"
"ATG",2033,"mOM",32.7806211161698,"KC model"
"ATG",2034,"mOM",31.7195619680667,"KC model"
"ATG",2035,"mOM",30.7261362557472,"KC model"
"ATG",2036,"mOM",29.8059791096554,"KC model"
"ATG",2037,"mOM",28.9337442290388,"KC model"
"ATG",2038,"mOM",28.126253774942,"KC model"
"ATG",2039,"mOM",27.359993145543,"KC model"
"ATG",2040,"mOM",26.627177291481,"KC model"
"ATG",2041,"mOM",25.9275524044176,"KC model"
"ATG",2042,"mOM",25.2671445670665,"KC model"
"ATG",2043,"mOM",24.6293919756848,"KC model"
"ATG",2044,"mOM",24.0257083916632,"KC model"
"ATG",2045,"mOM",23.4568215232531,"KC model"
"ATG",2046,"mOM",24.2963098117114,"KC model"
"ATG",2047,"mOM",23.7309587164913,"KC model"
"ATG",2048,"mOM",24.5825921719773,"KC model"
"ATG",2049,"mOM",NA,"KC model"
"ARG",1995,"mOM",NA,"KC model"
"ARG",1996,"mOM",167.898085599828,"KC model"
"ARG",1997,"mOM",163.30320338164,"KC model"
"ARG",1998,"mOM",165.220718306606,"KC model"
"ARG",1999,"mOM",160.633955706725,"KC model"
"ARG",2000,"mOM",156.078655962372,"KC model"
"ARG",2001,"mOM",151.581449833399,"KC model"
"ARG",2002,"mOM",147.137855707563,"KC model"
"ARG",2003,"mOM",142.711180580811,"KC model"
"ARG",2004,"mOM",138.2316951689,"KC model"
"ARG",2005,"mOM",133.682338660132,"KC model"
"ARG",2006,"mOM",129.045341695665,"KC model"
"ARG",2007,"mOM",124.321733722256,"KC model"
"ARG",2008,"mOM",119.57633035296,"KC model"
"ARG",2009,"mOM",115.047437333511,"KC model"
"ARG",2010,"mOM",110.75009574266,"KC model"
"ARG",2011,"mOM",106.701031000606,"KC model"
"ARG",2012,"mOM",102.9168113527,"KC model"
"ARG",2013,"mOM",99.3876704330265,"KC model"
"ARG",2014,"mOM",96.01228004682,"KC model"
"ARG",2015,"mOM",92.7616116876598,"KC model"
"ARG",2016,"mOM",89.60906851274,"KC model"
"ARG",2017,"mOM",86.5262612084856,"KC model"
"ARG",2018,"mOM",83.5005656819511,"KC model"
"ARG",2019,"mOM",80.5356503050049,"KC model"
"ARG",2020,"mOM",77.6451380036304,"KC model"
"ARG",2021,"mOM",74.8468983383997,"KC model"
"ARG",2022,"mOM",72.1606146788232,"KC model"
"ARG",2023,"mOM",69.5972496486054,"KC model"
"ARG",2024,"mOM",67.1642162875152,"KC model"
"ARG",2025,"mOM",64.8519265131492,"KC model"
"ARG",2026,"mOM",62.638823802701,"KC model"
"ARG",2027,"mOM",60.5025306072894,"KC model"
"ARG",2028,"mOM",58.4260228930226,"KC model"
"ARG",2029,"mOM",56.4124179026093,"KC model"
"ARG",2030,"mOM",54.4774460973352,"KC model"
"ARG",2031,"mOM",52.6292971475541,"KC model"
"ARG",2032,"mOM",50.8766794359715,"KC model"
"ARG",2033,"mOM",49.2256624620889,"KC model"
"ARG",2034,"mOM",47.6684757374015,"KC model"
"ARG",2035,"mOM",46.1808060724819,"KC model"
"ARG",2036,"mOM",44.7589457383799,"KC model"
"ARG",2037,"mOM",43.3987318938379,"KC model"
"ARG",2038,"mOM",42.0963787249798,"KC model"
"ARG",2039,"mOM",40.8486817365685,"KC model"
"ARG",2040,"mOM",39.6450922162724,"KC model"
"ARG",2041,"mOM",38.483930649966,"KC model"
"ARG",2042,"mOM",37.3636645417791,"KC model"
"ARG",2043,"mOM",36.2826280071068,"KC model"
"ARG",2044,"mOM",35.2385406879665,"KC model"
"ARG",2045,"mOM",34.2361740629333,"KC model"
"ARG",2046,"mOM",35.2280023489399,"KC model"
"ARG",2047,"mOM",34.2406769017553,"KC model"
"ARG",2048,"mOM",35.2218376640711,"KC model"
"ARG",2049,"mOM",NA,"KC model"
"ARM",1995,"mOM",NA,"KC model"
"ARM",1996,"mOM",191.573563174035,"KC model"
"ARM",1997,"mOM",188.699731015904,"KC model"
"ARM",1998,"mOM",189.945699887495,"KC model"
"ARM",1999,"mOM",186.995398131558,"KC model"
"ARM",2000,"mOM",184.053281643424,"KC model"
"ARM",2001,"mOM",181.116398165615,"KC model"
"ARM",2002,"mOM",178.184445094855,"KC model"
"ARM",2003,"mOM",175.256589997154,"KC model"
"ARM",2004,"mOM",172.310685633111,"KC model"
"ARM",2005,"mOM",169.327759288635,"KC model"
"ARM",2006,"mOM",166.282834715068,"KC model"
"ARM",2007,"mOM",163.149725948899,"KC model"
"ARM",2008,"mOM",159.909740266564,"KC model"
"ARM",2009,"mOM",156.484206229261,"KC model"
"ARM",2010,"mOM",152.868085694635,"KC model"
"ARM",2011,"mOM",149.056790885157,"KC model"
"ARM",2012,"mOM",145.045779189499,"KC model"
"ARM",2013,"mOM",140.856314448161,"KC model"
"ARM",2014,"mOM",136.401232995045,"KC model"
"ARM",2015,"mOM",131.706585155828,"KC model"
"ARM",2016,"mOM",126.809436516942,"KC model"
"ARM",2017,"mOM",121.753142210535,"KC model"
"ARM",2018,"mOM",116.579635204902,"KC model"
"ARM",2019,"mOM",111.32917092382,"KC model"
"ARM",2020,"mOM",106.019502189295,"KC model"
"ARM",2021,"mOM",100.670348253858,"KC model"
"ARM",2022,"mOM",95.3006368982884,"KC model"
"ARM",2023,"mOM",89.9149854752601,"KC model"
"ARM",2024,"mOM",84.8214919374878,"KC model"
"ARM",2025,"mOM",80.2021160446638,"KC model"
"ARM",2026,"mOM",76.0329811516862,"KC model"
"ARM",2027,"mOM",72.2665259403609,"KC model"
"ARM",2028,"mOM",68.8402241004735,"KC model"
"ARM",2029,"mOM",65.6581631896401,"KC model"
"ARM",2030,"mOM",62.6378460819058,"KC model"
"ARM",2031,"mOM",59.7665739430823,"KC model"
"ARM",2032,"mOM",57.0396524821471,"KC model"
"ARM",2033,"mOM",54.4599635086692,"KC model"
"ARM",2034,"mOM",52.0247472145283,"KC model"
"ARM",2035,"mOM",49.6913184469089,"KC model"
"ARM",2036,"mOM",47.4901612458511,"KC model"
"ARM",2037,"mOM",45.4482545476638,"KC model"
"ARM",2038,"mOM",43.5879016184872,"KC model"
"ARM",2039,"mOM",41.9224514781806,"KC model"
"ARM",2040,"mOM",40.4309350775854,"KC model"
"ARM",2041,"mOM",39.0934146551566,"KC model"
"ARM",2042,"mOM",37.8832656262358,"KC model"
"ARM",2043,"mOM",36.7710742715338,"KC model"
"ARM",2044,"mOM",35.7301477338925,"KC model"
"ARM",2045,"mOM",34.7415400282071,"KC model"
"ARM",2046,"mOM",35.513552125729,"KC model"
"ARM",2047,"mOM",34.5479097145669,"KC model"
"ARM",2048,"mOM",35.3164775754794,"KC model"
"ARM",2049,"mOM",NA,"KC model"
"ABW",1995,"mOM",NA,"KC model"
"ABW",1996,"mOM",100.266466475184,"KC model"
"ABW",1997,"mOM",96.1931710655745,"KC model"
"ABW",1998,"mOM",97.603193453573,"KC model"
"ABW",1999,"mOM",93.9810495961729,"KC model"
"ABW",2000,"mOM",90.7615655188611,"KC model"
"ABW",2001,"mOM",87.9742769964406,"KC model"
"ABW",2002,"mOM",85.4629268469612,"KC model"
"ABW",2003,"mOM",83.2680892766204,"KC model"
"ABW",2004,"mOM",81.243243243208,"KC model"
"ABW",2005,"mOM",79.4029966711262,"KC model"
"ABW",2006,"mOM",77.6817320664729,"KC model"
"ABW",2007,"mOM",76.0813697050212,"KC model"
"ABW",2008,"mOM",74.5654941846414,"KC model"
"ABW",2009,"mOM",73.0979131728299,"KC model"
"ABW",2010,"mOM",71.6582356533886,"KC model"
"ABW",2011,"mOM",70.228967705884,"KC model"
"ABW",2012,"mOM",68.7897636024347,"KC model"
"ABW",2013,"mOM",67.3856080070121,"KC model"
"ABW",2014,"mOM",65.9927406936222,"KC model"
"ABW",2015,"mOM",64.6888179706681,"KC model"
"ABW",2016,"mOM",63.4181628273047,"KC model"
"ABW",2017,"mOM",62.2516428638219,"KC model"
"ABW",2018,"mOM",61.1728398021235,"KC model"
"ABW",2019,"mOM",60.1826738033881,"KC model"
"ABW",2020,"mOM",59.2592171237741,"KC model"
"ABW",2021,"mOM",58.4510582251325,"KC model"
"ABW",2022,"mOM",57.6952235589786,"KC model"
"ABW",2023,"mOM",56.9812483148634,"KC model"
"ABW",2024,"mOM",56.3252609598289,"KC model"
"ABW",2025,"mOM",55.7115767159346,"KC model"
"ABW",2026,"mOM",55.0736875604769,"KC model"
"ABW",2027,"mOM",54.4456118245633,"KC model"
"ABW",2028,"mOM",53.8029602684502,"KC model"
"ABW",2029,"mOM",53.1524842351131,"KC model"
"ABW",2030,"mOM",52.4954191621239,"KC model"
"ABW",2031,"mOM",51.8553012149139,"KC model"
"ABW",2032,"mOM",51.2499432585581,"KC model"
"ABW",2033,"mOM",50.6512035389903,"KC model"
"ABW",2034,"mOM",50.0752445262106,"KC model"
"ABW",2035,"mOM",49.4615503411145,"KC model"
"ABW",2036,"mOM",48.8421909147345,"KC model"
"ABW",2037,"mOM",48.2000841739249,"KC model"
"ABW",2038,"mOM",47.4766920594229,"KC model"
"ABW",2039,"mOM",46.6901137409136,"KC model"
"ABW",2040,"mOM",45.8409354735739,"KC model"
"ABW",2041,"mOM",44.9082783028968,"KC model"
"ABW",2042,"mOM",43.8897120661228,"KC model"
"ABW",2043,"mOM",42.7733713605572,"KC model"
"ABW",2044,"mOM",41.6108054976037,"KC model"
"ABW",2045,"mOM",40.4258443333776,"KC model"
"ABW",2046,"mOM",41.0735904192286,"KC model"
"ABW",2047,"mOM",39.841285016067,"KC model"
"ABW",2048,"mOM",40.4684007370807,"KC model"
"ABW",2049,"mOM",NA,"KC model"
"AUS",1995,"mOM",NA,"KC model"
"AUS",1996,"mOM",57.4487957223384,"KC model"
"AUS",1997,"mOM",54.7508822974289,"KC model"
"AUS",1998,"mOM",56.1999862948284,"KC model"
"AUS",1999,"mOM",53.5057594293099,"KC model"
"AUS",2000,"mOM",50.8332192301578,"KC model"
"AUS",2001,"mOM",48.1848359441003,"KC model"
"AUS",2002,"mOM",45.5747080301502,"KC model"
"AUS",2003,"mOM",43.0523710494678,"KC model"
"AUS",2004,"mOM",40.7035682255164,"KC model"
"AUS",2005,"mOM",38.5328215290968,"KC model"
"AUS",2006,"mOM",36.5346008560776,"KC model"
"AUS",2007,"mOM",34.6987451485545,"KC model"
"AUS",2008,"mOM",33.0046568844845,"KC model"
"AUS",2009,"mOM",31.3977538125682,"KC model"
"AUS",2010,"mOM",29.8754475414915,"KC model"
"AUS",2011,"mOM",28.4381300822905,"KC model"
"AUS",2012,"mOM",27.0901753427867,"KC model"
"AUS",2013,"mOM",25.834367255713,"KC model"
"AUS",2014,"mOM",24.6683663674723,"KC model"
"AUS",2015,"mOM",23.5917070796049,"KC model"
"AUS",2016,"mOM",22.6033663995057,"KC model"
"AUS",2017,"mOM",21.7009285944667,"KC model"
"AUS",2018,"mOM",20.8786282989604,"KC model"
"AUS",2019,"mOM",20.1152375837599,"KC model"
"AUS",2020,"mOM",19.4010612111921,"KC model"
"AUS",2021,"mOM",18.7303082614746,"KC model"
"AUS",2022,"mOM",18.0978753034567,"KC model"
"AUS",2023,"mOM",17.4983862344238,"KC model"
"AUS",2024,"mOM",16.928729018766,"KC model"
"AUS",2025,"mOM",16.3852566729732,"KC model"
"AUS",2026,"mOM",15.8634232251462,"KC model"
"AUS",2027,"mOM",15.3595715992487,"KC model"
"AUS",2028,"mOM",14.8708273198206,"KC model"
"AUS",2029,"mOM",14.3970970135448,"KC model"
"AUS",2030,"mOM",13.9399564337919,"KC model"
"AUS",2031,"mOM",13.499763240148,"KC model"
"AUS",2032,"mOM",13.0768658043171,"KC model"
"AUS",2033,"mOM",12.6708020798161,"KC model"
"AUS",2034,"mOM",12.2789500362224,"KC model"
"AUS",2035,"mOM",11.896732721674,"KC model"
"AUS",2036,"mOM",11.5241854224713,"KC model"
"AUS",2037,"mOM",11.161296968205,"KC model"
"AUS",2038,"mOM",10.8081518189686,"KC model"
"AUS",2039,"mOM",10.4661270098825,"KC model"
"AUS",2040,"mOM",10.1444059127023,"KC model"
"AUS",2041,"mOM",9.84241683964109,"KC model"
"AUS",2042,"mOM",9.55944234094137,"KC model"
"AUS",2043,"mOM",9.29476584069164,"KC model"
"AUS",2044,"mOM",9.04753424406563,"KC model"
"AUS",2045,"mOM",8.80923603988087,"KC model"
"AUS",2046,"mOM",9.13117291565893,"KC model"
"AUS",2047,"mOM",8.89275822387656,"KC model"
"AUS",2048,"mOM",9.22326336750591,"KC model"
"AUS",2049,"mOM",NA,"KC model"
"AUT",1995,"mOM",NA,"KC model"
"AUT",1996,"mOM",62.7768415158221,"KC model"
"AUT",1997,"mOM",59.3685691556216,"KC model"
"AUT",1998,"mOM",60.4089067874035,"KC model"
"AUT",1999,"mOM",57.0230540164131,"KC model"
"AUT",2000,"mOM",53.7109882266258,"KC model"
"AUT",2001,"mOM",50.4846559542964,"KC model"
"AUT",2002,"mOM",47.3588778216548,"KC model"
"AUT",2003,"mOM",44.3723735301692,"KC model"
"AUT",2004,"mOM",41.6032847262039,"KC model"
"AUT",2005,"mOM",39.0614787034258,"KC model"
"AUT",2006,"mOM",36.7392895923653,"KC model"
"AUT",2007,"mOM",34.6135681488866,"KC model"
"AUT",2008,"mOM",32.6548092075657,"KC model"
"AUT",2009,"mOM",30.8019789004024,"KC model"
"AUT",2010,"mOM",29.0425228081338,"KC model"
"AUT",2011,"mOM",27.370831203744,"KC model"
"AUT",2012,"mOM",25.7899438299717,"KC model"
"AUT",2013,"mOM",24.308884667869,"KC model"
"AUT",2014,"mOM",22.9342033123351,"KC model"
"AUT",2015,"mOM",21.6707639138657,"KC model"
"AUT",2016,"mOM",20.5221981835949,"KC model"
"AUT",2017,"mOM",19.490012628818,"KC model"
"AUT",2018,"mOM",18.5726978368524,"KC model"
"AUT",2019,"mOM",17.7435646510906,"KC model"
"AUT",2020,"mOM",16.9915655608199,"KC model"
"AUT",2021,"mOM",16.3092587725945,"KC model"
"AUT",2022,"mOM",15.68700201433,"KC model"
"AUT",2023,"mOM",15.1146095281241,"KC model"
"AUT",2024,"mOM",14.5902209351166,"KC model"
"AUT",2025,"mOM",14.1089209365405,"KC model"
"AUT",2026,"mOM",13.6620751019038,"KC model"
"AUT",2027,"mOM",13.2437762325348,"KC model"
"AUT",2028,"mOM",12.8490165500702,"KC model"
